RecordedDate	startTime	endTime	Calories	Distance	Height	lowLatitude	lowLongitude	highLatitude	highLongitude	avgSpeed	maxSpeed	minSpeed	stepCount	avgWeight	maxWeight	minWeight	bikingDuration	inactiveDuration	walkingDuration
11-26-2014	09:30:00.000+05:30	09:45:00.000+05:30		218.032257080078		22.6860618591309	88.4487152099609	22.6860618591309	88.4487152099609				414					517959	239522
11-26-2014	09:45:00.000+05:30	10:00:00.000+05:30		1487.85864257813		22.68235206604	88.4518966674805	22.68235206604	88.4518966674805				46				666012	233988	
11-26-2014	10:00:00.000+05:30	10:15:00.000+05:30		2193.55859375		22.6625442504883	88.4419097900391	22.6724700927734	88.4464645385742				19					267444	
11-26-2014	10:15:00.000+05:30	10:30:00.000+05:30		7004.50830078125		22.6275825500488	88.4344177246094	22.6724700927734	88.4464645385742										
11-26-2014	10:30:00.000+05:30	10:45:00.000+05:30		21610.916015625		22.5788326263428	88.4464645385742	22.6724700927734	88.4722061157227				152						233323
11-26-2014	10:45:00.000+05:30	11:00:00.000+05:30		4163.81689453125		22.5762176513672	88.4828720092773	22.5763549804687	88.4830551147461				292					746723	153277
11-26-2014	11:00:00.000+05:30	11:15:00.000+05:30		5.89159536361694														900000	
11-26-2014	11:15:00.000+05:30	11:30:00.000+05:30		40.6500091552734		22.5762310028076	88.483024597168	22.5764255523682	88.4830627441406									900000	
11-26-2014	11:30:00.000+05:30	11:45:00.000+05:30		275.085845947266		22.5760173797607	88.4830322265625	22.5763931274414	88.4831848144531				466					319652	239863
11-26-2014	11:45:00.000+05:30	12:00:00.000+05:30		166.425827026367		22.5763092041016	88.4829177856445	22.5771331787109	88.4830551147461				269					463552	136025
11-26-2014	12:00:00.000+05:30	12:15:00.000+05:30		13.7025375366211		22.5763626098633	88.483039855957	22.576416015625	88.4830474853516									900000	
11-26-2014	12:15:00.000+05:30	12:30:00.000+05:30		14.8170185089111		22.5762748718262	88.483039855957	22.5763378143311	88.4830551147461									900000	
11-26-2014	12:30:00.000+05:30	12:45:00.000+05:30		14.2947797775269		22.5763282775879	88.483039855957	22.5764102935791	88.4830551147461									900000	
11-26-2014	12:45:00.000+05:30	13:00:00.000+05:30		20.2435722351074									103					833545	66455
11-26-2014	13:00:00.000+05:30	13:15:00.000+05:30		169.169342041016		22.5753955841064	88.4828262329102	22.5754737854004	88.4833984375	1.80277562141418	1.80277562141418	1.80277562141418	620					244100	326007
11-26-2014	13:15:00.000+05:30	13:30:00.000+05:30		122.608520507813		22.575267791748	88.4821853637695	22.5754585266113	88.4829025268555				27					900000	
11-26-2014	13:30:00.000+05:30	13:45:00.000+05:30		260.911987304687		22.5752410888672	88.4823150634766	22.5754451751709	88.4834365844727				952					143947	464523
11-26-2014	13:45:00.000+05:30	14:00:00.000+05:30		43.2524566650391		22.576286315918	88.4830627441406	22.576286315918	88.4830627441406				250					537211	
11-26-2014	14:00:00.000+05:30	14:15:00.000+05:30		28.6273784637451		22.5761966705322	88.483024597168	22.5763530731201	88.4830703735352				76					900000	
11-26-2014	14:15:00.000+05:30	14:30:00.000+05:30		27.620096206665		22.576171875	88.483024597168	22.5762996673584	88.483039855957				2					900000	
11-26-2014	14:30:00.000+05:30	14:45:00.000+05:30		25.6817455291748														900000	
11-26-2014	14:45:00.000+05:30	15:00:00.000+05:30		80.8590774536133		22.5760765075684	88.4829483032227	22.5764541625977	88.4830780029297				91					613119	
11-26-2014	15:00:00.000+05:30	15:15:00.000+05:30		24.1151237487793		22.5762577056885	88.4830551147461	22.576322555542	88.4830703735352									900000	
11-26-2014	15:15:00.000+05:30	15:30:00.000+05:30		58.9603729248047		22.5762310028076	88.4830474853516	22.5763397216797	88.4834365844727				222					777132	122868
11-26-2014	15:30:00.000+05:30	15:45:00.000+05:30		201.862396240234		22.5766677856445	88.4823532104492	22.5768032073975	88.4827499389649				229					742982	157018
11-26-2014	15:45:00.000+05:30	16:00:00.000+05:30		90.3917388916016		22.5763397216797	88.4826278686523	22.5768508911133	88.483039855957				206					701080	27356
11-26-2014	16:00:00.000+05:30	16:15:00.000+05:30		18.6485900878906		22.5762844085693	88.483039855957	22.5763359069824	88.4830703735352									900000	
11-26-2014	16:15:00.000+05:30	16:30:00.000+05:30		45.9542236328125		22.5761032104492	88.483039855957	22.5763492584228	88.4831314086914									721360	
11-26-2014	16:30:00.000+05:30	16:45:00.000+05:30		63.7295074462891		22.576150894165	88.4830474853516	22.5763339996338	88.4830932617188				14					186289	
11-26-2014	16:45:00.000+05:30	17:00:00.000+05:30		41.5955505371094		22.5761413574219	88.4830322265625	22.5763416290283	88.4830932617188				4					641979	
11-26-2014	17:00:00.000+05:30	17:15:00.000+05:30		64.4663238525391		22.5761470794678	88.4830627441406	22.5763092041016	88.4830856323242				1					900000	
11-26-2014	17:15:00.000+05:30	17:30:00.000+05:30		24.2988471984863		22.5763263702393	88.4830322265625	22.5764217376709	88.4830627441406									900000	
11-26-2014	17:30:00.000+05:30	17:45:00.000+05:30		21.9577312469482		22.5762519836426	88.4830551147461	22.5763416290283	88.4830703735352									900000	
11-26-2014	17:45:00.000+05:30	18:00:00.000+05:30		24.3851356506348		22.5764083862305	88.4830474853516	22.5764083862305	88.4830474853516				1					900000	
11-26-2014	18:00:00.000+05:30	18:15:00.000+05:30		35.4211921691895		22.5761604309082	88.4830322265625	22.5762710571289	88.4830856323242				95					609910	26816
11-26-2014	18:15:00.000+05:30	18:30:00.000+05:30		186.997161865234		22.5761699676514	88.4827194213867	22.57692527771	88.4830780029297				357					193187	
11-26-2014	18:30:00.000+05:30	18:45:00.000+05:30		107.52783203125		22.5764961242676	88.4824752807617	22.5766429901123	88.4830017089844				39					900000	
11-26-2014	18:45:00.000+05:30	19:00:00.000+05:30		81.0729598999023		22.5763683319092	88.4825057983398	22.5766868591309	88.48291015625				342					605549	
11-26-2014	19:00:00.000+05:30	19:15:00.000+05:30		8.17622756958008		22.5764122009277	88.4830322265625	22.5764122009277	88.4830322265625				28					866930	
11-26-2014	19:15:00.000+05:30	19:30:00.000+05:30		340.845794677734		22.5748977661133	88.4814758300781	22.5763530731201	88.4830551147461				385					434825	198092
11-26-2014	19:30:00.000+05:30	19:45:00.000+05:30		4515.73974609375		22.576229095459	88.4376068115234	22.580924987793	88.4794158935547	11.7924766540527	11.7924766540527	11.7924766540527	157					109133	168008
11-26-2014	19:45:00.000+05:30	20:00:00.000+05:30		1129.99206542969		22.5809497833252	88.4372482299805	22.5809497833252	88.4372482299805										
11-26-2014	20:00:00.000+05:30	20:15:00.000+05:30		7006.2744140625		22.5813884735107	88.4513397216797	22.6212577819824	88.4711303710938										
11-26-2014	20:15:00.000+05:30	20:30:00.000+05:30		3435.40747070312		22.6240062713623	88.4316940307617	22.6426410675049	88.4416198730469	1.25	1.25	1.25	142						66991
11-26-2014	20:30:00.000+05:30	20:45:00.000+05:30		3975.24951171875		22.6511726379395	88.4370346069336	22.6549682617187	88.4394989013672										
11-26-2014	20:45:00.000+05:30	21:00:00.000+05:30		1221.10363769531		22.6856422424316	88.4453582763672	22.6867427825928	88.4486083984375				804					323750	427445
11-26-2014	21:00:00.000+05:30	21:15:00.000+05:30		1.7061927318573		22.685640335083	88.4486083984375	22.685640335083	88.4486083984375									900000	
11-26-2014	21:15:00.000+05:30	21:30:00.000+05:30		1.02896726131439														900000	
11-26-2014	21:30:00.000+05:30	21:45:00.000+05:30		1.02896726131439									1					900000	
11-26-2014	21:45:00.000+05:30	22:00:00.000+05:30		1.02896726131439									9					750316	
11-26-2014	22:00:00.000+05:30	22:15:00.000+05:30		1.02896726131439									21					900000	
11-26-2014	22:15:00.000+05:30	22:30:00.000+05:30		1.02896726131439									14					323461	
11-26-2014	22:30:00.000+05:30	22:45:00.000+05:30		1.02896726131439									21					716439	
11-26-2014	22:45:00.000+05:30	23:00:00.000+05:30		1.02896726131439														900000	
11-26-2014	23:00:00.000+05:30	23:15:00.000+05:30		1.02896726131439														900000	
11-26-2014	23:15:00.000+05:30	23:30:00.000+05:30		14.0175371170044		22.6856346130371	88.4485702514649	22.6856460571289	88.4486999511719				1					900000	
11-26-2014	23:30:00.000+05:30	23:45:00.000+05:30		1.78177154064178									2					900000	
11-26-2014	23:45:00.000+05:30	00:00:00.000+05:30		1.78177154064178														577737	
11-27-2014	00:00:00.000+05:30	00:15:00.000+05:30		1.78177154064178									3					861186	
11-27-2014	00:15:00.000+05:30	00:30:00.000+05:30		1.78177154064178														900000	
11-27-2014	00:30:00.000+05:30	00:45:00.000+05:30		1.78177154064178														900000	
11-27-2014	00:45:00.000+05:30	01:00:00.000+05:30		1.78177154064178														900000	
11-27-2014	01:00:00.000+05:30	01:15:00.000+05:30		1.78177154064178														900000	
11-27-2014	01:15:00.000+05:30	01:30:00.000+05:30		16.2932968139648		22.685640335083	88.448600769043	22.6856422424316	88.4486999511719									900000	
11-27-2014	01:30:00.000+05:30	01:45:00.000+05:30		16.3346519470215		22.6856384277344	88.4486083984375	22.6856460571289	88.4487075805664									900000	
11-27-2014	01:45:00.000+05:30	02:00:00.000+05:30		0.58999115228653														900000	
11-27-2014	02:00:00.000+05:30	02:15:00.000+05:30		0.58999115228653														900000	
11-27-2014	02:15:00.000+05:30	02:30:00.000+05:30		0.58999115228653														900000	
11-27-2014	02:30:00.000+05:30	02:45:00.000+05:30		0.58999115228653														900000	
11-27-2014	02:45:00.000+05:30	03:00:00.000+05:30		0.58999115228653														900000	
11-27-2014	03:00:00.000+05:30	03:15:00.000+05:30		0.58999115228653														900000	
11-27-2014	03:15:00.000+05:30	03:30:00.000+05:30		0.58999115228653														900000	
11-27-2014	03:30:00.000+05:30	03:45:00.000+05:30		0.58999115228653														900000	
11-27-2014	03:45:00.000+05:30	04:00:00.000+05:30		0.58999115228653														900000	
11-27-2014	04:00:00.000+05:30	04:15:00.000+05:30		0.58999115228653														900000	
11-27-2014	04:15:00.000+05:30	04:30:00.000+05:30		0.58999115228653														900000	
11-27-2014	04:30:00.000+05:30	04:45:00.000+05:30		0.58999115228653														900000	
11-27-2014	04:45:00.000+05:30	05:00:00.000+05:30		0.58999115228653														900000	
11-27-2014	05:00:00.000+05:30	05:15:00.000+05:30		0.58999115228653														900000	
11-27-2014	05:15:00.000+05:30	05:30:00.000+05:30		0.58999115228653														900000	
11-27-2014	05:30:00.000+05:30	05:45:00.000+05:30		10.4544734954834		22.6856422424316	88.4486923217773	22.6856422424316	88.4486923217773									900000	
11-27-2014	05:45:00.000+05:30	06:00:00.000+05:30		1.33104908466339		22.6856422424316	88.4485931396484	22.6856422424316	88.4485931396484									900000	
11-27-2014	06:00:00.000+05:30	06:15:00.000+05:30		0.921921849250794														900000	
11-27-2014	06:15:00.000+05:30	06:30:00.000+05:30		0.921921849250794														900000	
11-27-2014	06:30:00.000+05:30	06:45:00.000+05:30		0.921921849250794														900000	
11-27-2014	06:45:00.000+05:30	07:00:00.000+05:30		0.921921849250794														900000	
11-27-2014	07:00:00.000+05:30	07:15:00.000+05:30		0.921921849250794														900000	
11-27-2014	07:15:00.000+05:30	07:30:00.000+05:30		0.921921849250794														900000	
11-27-2014	07:30:00.000+05:30	07:45:00.000+05:30		0.921921849250794														900000	
11-27-2014	07:45:00.000+05:30	08:00:00.000+05:30		0.921921849250794														900000	
11-27-2014	08:00:00.000+05:30	08:15:00.000+05:30		0.921921849250794														900000	
11-27-2014	08:15:00.000+05:30	08:30:00.000+05:30		12.4735383987427		22.6856422424316	88.4485931396484	22.6856441497803	88.4486846923828				1					900000	
11-27-2014	08:30:00.000+05:30	08:45:00.000+05:30		5.95410537719727														900000	
11-27-2014	08:45:00.000+05:30	09:00:00.000+05:30		5.95410537719727														900000	
11-27-2014	09:00:00.000+05:30	09:15:00.000+05:30		5.95410537719727														900000	
11-27-2014	09:15:00.000+05:30	09:30:00.000+05:30		5.95410537719727									32					900000	
11-27-2014	09:30:00.000+05:30	09:45:00.000+05:30		332.72705078125		22.6857261657715	88.4462585449219	22.6867351531982	88.4483032226563	5.52268028259277	5.52268028259277	5.52268028259277	164					332483	96677
11-27-2014	09:45:00.000+05:30	10:00:00.000+05:30		5044.31689453125		22.646017074585	88.4351501464844	22.6861515045166	88.4476089477539	3.5355339050293	3.5355339050293	3.5355339050293							
11-27-2014	10:00:00.000+05:30	10:15:00.000+05:30		6172.4775390625		22.6200904846191	88.4324798583984	22.6411666870117	88.4680404663086				35				748259	114434	
11-27-2014	10:15:00.000+05:30	10:30:00.000+05:30		4330.232421875		22.5763072967529	88.4711303710938	22.5995712280273	88.4833068847656				293				511205	130718	147794
11-27-2014	10:30:00.000+05:30	10:45:00.000+05:30		127.130477905273		22.5763854980469	88.4830856323242	22.5764579772949	88.4831314086914				343					571618	118653
11-27-2014	10:45:00.000+05:30	11:00:00.000+05:30		609.5		22.5740756988525	88.4807968139648	22.5764026641846	88.4831008911133				744						459621
11-27-2014	11:00:00.000+05:30	11:15:00.000+05:30		17.6210021972656		22.5763397216797	88.4830932617188	22.5764141082764	88.4831314086914										
11-27-2014	11:15:00.000+05:30	11:30:00.000+05:30		24.8074684143066		22.5763549804687	88.4830551147461	22.5764808654785	88.4831008911133										
11-27-2014	11:30:00.000+05:30	11:45:00.000+05:30		16.4323177337646		22.5764045715332	88.4830474853516	22.5764465332031	88.4830780029297										
11-27-2014	11:45:00.000+05:30	12:00:00.000+05:30		27.7805118560791		22.5763874053955	88.4830627441406	22.5764713287354	88.4830932617188										
11-27-2014	12:00:00.000+05:30	12:15:00.000+05:30		351.162109375		22.5741100311279	88.4807891845703	22.5763568878174	88.4830474853516				622					162276	533508
11-27-2014	12:15:00.000+05:30	12:30:00.000+05:30		368.822814941406		22.5740623474121	88.4807739257812	22.5764064788818	88.4830856323242				682					485419	284464
11-27-2014	12:30:00.000+05:30	12:45:00.000+05:30		7.76482009887695		22.5764446258545	88.4831008911133	22.5764446258545	88.4831008911133									900000	
11-27-2014	12:45:00.000+05:30	13:00:00.000+05:30		8.89478874206543		22.5764484405518	88.4830551147461	22.5764865875244	88.4830856323242				3					900000	
11-27-2014	13:00:00.000+05:30	13:15:00.000+05:30		8.75363922119141		22.5764961242676	88.4830474853516	22.5764961242676	88.4830474853516				88					759585	
11-27-2014	13:15:00.000+05:30	13:30:00.000+05:30		341.025970458984		22.5747203826904	88.4826736450195	22.5761260986328	88.4834213256836				594					180893	262274
11-27-2014	13:30:00.000+05:30	13:45:00.000+05:30		406.613372802734		22.5752334594727	88.4820251464844	22.5754814147949	88.4832992553711				317					689800	210200
11-27-2014	13:45:00.000+05:30	14:00:00.000+05:30		373.957214355469		22.5753612518311	88.4824600219727	22.576602935791	88.4834823608398				824						487626
11-27-2014	14:00:00.000+05:30	14:15:00.000+05:30		61.1175765991211		22.5761966705322	88.4830169677734	22.5764274597168	88.4830703735352				210					118389	
11-27-2014	14:15:00.000+05:30	14:30:00.000+05:30		10.1412744522095		22.5761966705322	88.4830169677734	22.5762538909912	88.483024597168				1					402085	
11-27-2014	14:30:00.000+05:30	14:45:00.000+05:30		7.3400936126709		22.576150894165	88.4830169677734	22.576150894165	88.4830169677734				7						
11-27-2014	14:45:00.000+05:30	15:00:00.000+05:30		67.1472396850586		22.5762023925781	88.483024597168	22.5764579772949	88.4830627441406				116						73026
11-27-2014	15:00:00.000+05:30	15:15:00.000+05:30		283.371887207031		22.5743503570557	88.4817504882813	22.5764350891113	88.4831695556641				859					398963	308398
11-27-2014	15:15:00.000+05:30	15:30:00.000+05:30		380.392150878906		22.5743007659912	88.48193359375	22.575403213501	88.4834442138672				278					25655	120198
11-27-2014	15:30:00.000+05:30	15:45:00.000+05:30		136.216552734375		22.57643699646	88.4830627441406	22.576473236084	88.4831008911133				1					900000	
11-27-2014	15:45:00.000+05:30	16:00:00.000+05:30		23.0502128601074		22.5763988494873	88.4830856323242	22.5763988494873	88.4830856323242				0					900000	
11-27-2014	16:00:00.000+05:30	16:15:00.000+05:30		86.2005462646484		22.5760688781738	88.4830932617188	22.5763664245605	88.4832077026367				110					882805	
11-27-2014	16:15:00.000+05:30	16:30:00.000+05:30		18.7490119934082		22.5763816833496	88.4830474853516	22.5764827728271	88.4830780029297				350					607180	
11-27-2014	16:30:00.000+05:30	16:45:00.000+05:30		8.07972049713135		22.5764007568359	88.4830551147461	22.57643699646	88.4830932617188				50					825072	
11-27-2014	16:45:00.000+05:30	17:00:00.000+05:30		6.641197681427		22.5764465332031	88.4830856323242	22.5764465332031	88.4830856323242				112					375644	
11-27-2014	17:00:00.000+05:30	17:15:00.000+05:30		2.27001523971558									16					694490	
11-27-2014	17:15:00.000+05:30	17:30:00.000+05:30		7.25526905059814		22.5763988494873	88.4830780029297	22.5763988494873	88.4830780029297				7					900000	
11-27-2014	17:30:00.000+05:30	17:45:00.000+05:30		13.3148708343506		22.5764217376709	88.4830474853516	22.5764789581299	88.4830932617188									900000	
11-27-2014	17:45:00.000+05:30	18:00:00.000+05:30		6.49065208435059		22.5764808654785	88.4830703735352	22.5764808654785	88.4830703735352									900000	
11-27-2014	18:00:00.000+05:30	18:15:00.000+05:30		26.3245964050293		22.5763893127441	88.4830474853516	22.5765018463135	88.4831237792969									900000	
11-27-2014	18:15:00.000+05:30	18:30:00.000+05:30		25.3482437133789		22.5764503479004	88.4830627441406	22.5764503479004	88.4830627441406									900000	
11-27-2014	18:30:00.000+05:30	18:45:00.000+05:30		141.693145751953		22.5761871337891	88.4832077026367	22.5761871337891	88.4832077026367				416					337475	132908
11-27-2014	18:45:00.000+05:30	19:00:00.000+05:30		248.550170898437		22.5762767791748	88.4825134277344	22.5766010284424	88.4833602905274				265					558162	
11-27-2014	19:00:00.000+05:30	19:15:00.000+05:30		22.753662109375		22.5763931274414	88.4830627441406	22.5764751434326	88.4831008911133									900000	
11-27-2014	19:15:00.000+05:30	19:30:00.000+05:30		8.14369201660156		22.5764541625977	88.4830703735352	22.5764541625977	88.4830703735352				2					900000	
11-27-2014	19:30:00.000+05:30	19:45:00.000+05:30		17.8333740234375		22.576301574707	88.4830856323242	22.5763759613037	88.4831390380859				225					807952	92048
11-27-2014	19:45:00.000+05:30	20:00:00.000+05:30		28.8094825744629		22.5763034820557	88.4830093383789	22.5764389038086	88.4830856323242				118					807018	92982
11-27-2014	20:00:00.000+05:30	20:15:00.000+05:30		1968.44995117188		22.5762310028076	88.4714431762695	22.5796184539795	88.4834365844727				265					159000	239514
11-27-2014	20:15:00.000+05:30	20:30:00.000+05:30		2292.10498046875		22.5764999389648	88.4823303222656	22.5767765045166	88.4830322265625										
11-27-2014	20:30:00.000+05:30	20:45:00.000+05:30		7964.0947265625		22.6423091888428	88.4326934814453	22.6423091888428	88.4326934814453										
11-27-2014	20:45:00.000+05:30	21:00:00.000+05:30		3859.0869140625		22.6724815368652	88.4464721679688	22.6724815368652	88.4464721679688										
11-27-2014	21:00:00.000+05:30	21:15:00.000+05:30		716.42333984375		22.6856327056885	88.4485702514649	22.6856498718262	88.44873046875				104					603781	89753
11-27-2014	21:15:00.000+05:30	21:30:00.000+05:30		12.8762617111206														900000	
11-27-2014	21:30:00.000+05:30	21:45:00.000+05:30		20.4463386535645		22.6855659484863	88.4486083984375	22.685640335083	88.4487609863281									900000	
11-27-2014	21:45:00.000+05:30	22:00:00.000+05:30		2.81804752349854														900000	
11-27-2014	22:00:00.000+05:30	22:15:00.000+05:30		2.81804752349854														900000	
11-27-2014	22:15:00.000+05:30	22:30:00.000+05:30		7.97351121902466		22.6856327056885	88.4485244750977	22.6856670379639	88.4485702514649				5					773339	
11-27-2014	22:30:00.000+05:30	22:45:00.000+05:30		1.39597237110138														900000	
11-27-2014	22:45:00.000+05:30	23:00:00.000+05:30		1.39597237110138														900000	
11-27-2014	23:00:00.000+05:30	23:15:00.000+05:30		1.39597237110138									2					900000	
11-27-2014	23:15:00.000+05:30	23:30:00.000+05:30		1.39597237110138									18					900000	
11-27-2014	23:30:00.000+05:30	23:45:00.000+05:30		1.39597237110138									2					900000	
11-27-2014	23:45:00.000+05:30	00:00:00.000+05:30		1.39597237110138									0					423201	
